,doc_id,paragraph_id,source_text,target_text,error_types,num_errors,source_file,has_sec,mec_only
1487,32,1,"Sometimes, older need more man power and resources than normal young people.","Sometimes, older people need more manpower and resources than normal young people.","['Others', 'Mec']",2,official.sgml,True,False
1489,32,1,We have to say that the older people are becoming a black hole for the entire society in terms of man power and resources.,We have to say that  older people are becoming a blackhole for the entire society in terms of manpower and resources.,"['ArtOrDet', 'Mec', 'Mec']",3,official.sgml,True,False
1496,32,2,Hence people died of various diseases.,"Hence, people died of various diseases.",['Mec'],1,official.sgml,True,True
1513,33,1,"Other diseases such as mental disorder and heart trouble are also top killers, the current medication does have methods to treat the patient, but risks still come along.","Other diseases, such as mental disorders and heart trouble, are also top killers,  current medicine does have methods to treat  patients, but risks still come along.","['Mec', 'Nn', 'Mec', 'ArtOrDet', 'Wci', 'ArtOrDet', 'Nn']",7,official.sgml,True,False
1515,33,1,"Patients in many developing and less developed countries, especially African countries, are suffering from simple and easy-to-heal diseases such as cold and flu and probably at the end of the day it becomes the end of their life, albeit they could have been treated well if they were in a country where medication system has been completed and doctors and nurses are standing by to cure these people.","Patients in many developing and less developed countries, especially African countries, are suffering from simple and easy-to-cure diseases such as cold and flu and probably at the end of the day, it becomes the end of their life, although they could have been treated better if they were in a country where the medical system is complete and doctors and nurses are standing by to cure these people.","['Wci', 'Mec', 'Trans', 'Wform', 'ArtOrDet', 'Wci', 'Vt', 'Wform']",8,official.sgml,True,False
1524,33,2,One can also easily see his deeply loved one through internet from miles away.,One can also easily see a deeply loved one through theInternet from miles away.,"['ArtOrDet', 'ArtOrDet', 'Mec']",3,official.sgml,True,False
1531,34,0,"While it is applaudable that people achieved great success in prolonging their lives, there are social challenges posted by the rising life expectancies.","While it is applaudable that people have achieved great success in prolonging their lives, there are social challenges posed by  rising life expectancy.","['Vt', 'Mec', 'ArtOrDet', 'Nn']",4,official.sgml,True,False
1542,34,2,"This would result in decrease in birth rate of a country which is a very serious problem,especially in more developed countries as the population has already reached a minimum.","This would result in a decrease in birth rate of a country which is a very serious problem, especially in more developed countries as the population has already reached a minimum.","['ArtOrDet', 'Mec']",2,official.sgml,True,False
1573,35,5,Rising life expectancies is an achievement but it poses more challenges to government and people.,"Rising life expectancy is an achievement, but it poses more challenges to the government and people.","['Nn', 'Mec', 'ArtOrDet']",3,official.sgml,True,False
1577,36,0,"From one perspective, it shows that the medical technology has improved over the years as people now are able to treat different deceases.","From one perspective, it shows that  medical technology has improved over the years as people now are able to treat different diseases.","['ArtOrDet', 'Mec']",2,official.sgml,True,False
1580,36,1,"Compare the technology today and the past, we can see that a lot of deceases are treatable, the number of people that died because of the deceases that is not treatable decreases.","comparing the technology today and the past, we can see that a lot of diseases are treatable. The number of people who died because of diseases that are not treatable has decreased.","['Wform', 'Mec', 'Srun', 'Trans', 'ArtOrDet', 'Mec', 'SVA', 'Vt']",8,official.sgml,True,False
1583,36,1,People are able to predicate some disasters like the earth quake and do the prevention beforehand.,People are able to predict some disasters like   and   prevent them beforehand.,"['Mec', 'ArtOrDet', 'Mec', 'Nn', 'Rloc-', 'ArtOrDet', 'Wform', 'Others']",8,official.sgml,True,False
1587,36,3,The first challenge is the decreasing number of new born.,The first challenge is the decreasing number of .,"['Mec', 'Nn']",2,official.sgml,True,False
1590,36,3,"At the same time more people are needed to take care of the old ones, which gives the younger generation extra works.","At the same time, more people are needed to take care of the old ones, which gives the younger generation extra work.","['Mec', 'Nn']",2,official.sgml,True,False
1594,36,3,Ever imagine one day that no natural resources are left what will be the life of our next generation.,Ever imagine the day that no natural resources are left? What would be the life of our next generation?,"['ArtOrDet', 'Srun', 'Vm', 'Mec']",4,official.sgml,True,False
1600,37,0,"Studies have shown that the average life span or human being rising gradually over years, in the sense that the improvement of global technology in medicine helps human to live longer and enjoyed the world even more.","Studies have shown that the average life span of humans has been rising gradually over the years, in the sense that the global improvement of technology in medicine has helped humans to live longer and enjoy the world even more.","['Mec', 'Nn', 'V0', 'ArtOrDet', 'WOadv', 'Vt', 'Nn', 'Spar']",8,official.sgml,True,False
1613,37,1,It is a big challenge to eliminate all the disease in the world and keeping the life span to grow as people do sick every moment.,It is a big challenge to eliminate all the disease in the world and keep   growing as people do sicken every moment.,"['Spar', 'ArtOrDet', 'Nn', 'Mec', 'Wform', 'Vform']",6,official.sgml,True,False
1627,38,1,"Medical expenses, EPF and accommodation are the costs which directly involved to the old people.","Medical expenses,  and accommodation are the costs which directly involved   old people.","['Wa', 'Prep', 'ArtOrDet']",3,official.sgml,True,False
1637,38,2,"However, among the under-developed countries, developing countries and developed countries, we found that there is longest life span in the developed countries follows by the developing countries and the shortest life span in under-developed countries.","However, among the under-developed countries, developing countries and developed countries, we found that there is the longest life span in the developed countries, followed by the developing countries, and the shortest life span in the under-developed countries.","['ArtOrDet', 'Mec', 'Vt', 'Mec', 'ArtOrDet']",5,official.sgml,True,False
